B_product_id,B_string_raw,B_string,string_similarity,Best_A_strings_raw,Best_A_strings,Best_A_Brand,Best_A_Type,Best_A_Formula
17635,BIBIT TERONG UNGU MUSTANG,bibitterongungumustang,0.3181818182,Nitroplus (ZA),nitroplusza,Tawon,ZA,NA
17704,Kristalon Merah 500 gram,kristalonmerah500gram,0.3181818182,NEO KRISTALON 12-12-36,neokristalon121236,Pak Tani,Majemuk,12-12-36
18263,My Baby minyak telon 150ml,mybabyminyaktelon150ml,0.3181818182,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
18264,My Baby minyak telon 90ml,mybabyminyaktelon90ml,0.3181818182,YaraMila FASTER 25-7-7,yaramilafaster2577,Yara,Majemuk,25-7-7
18265,My Baby minyak telon 60ml,mybabyminyaktelon60ml,0.3181818182,YaraMila FASTER 25-7-7,yaramilafaster2577,Yara,Majemuk,25-7-7
20411,Selada Grand Rapid @ 15 Gram,seladagrandrapid15gram,0.3181818182,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10
20442,Polar Manual Sprayer Mp 16,polarmanualsprayermp16,0.3181818182,Petro Nitrat 16-16-16,petronitrat161616,PIHC,Majemuk,16-16-16
21177,gandasilbuah daun 500gr,gandasilbuahdaun500gr,0.3181818182,YaraMila FASTER 25-7-7,yaramilafaster2577,Yara,Majemuk,25-7-7
22085,SEPRINT KHUSUS PADI 500 ML,seprintkhususpadi500ml,0.3181818182,Fertiphos Sawit,fertiphossawit,Pak Tani,Fosfat,NA
22119,Polybag Juragan 35x40 @ 1 Kg,polybagjuragan35x401kg,0.3181818182,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10
22121,Polybag Juragan 30x35 @ 1 Kg,polybagjuragan30x351kg,0.3181818182,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10
22123,Polybag Juragan 14x22 @ 1 Kg,polybagjuragan14x221kg,0.3181818182,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17
23506,Mangkok plastik ayam jago,mangkokplastikayamjago,0.3181818182,Mahkota ZA,mahkotaza,Mahkota,ZA,NA
24624,Eter putih 1000 plus @ 500 ml,eterputih1000plus500ml,0.3181818182,Jeranti 18-10-14+2S+TE,jeranti1810142ste,PIHC,Majemuk,18-10-14
25117,Amistartop 325 SC (10x50 ml),amistartop325sc10x50ml,0.3181818182,NITROPHOSKA 13-10-20,nitrophoska131020,BASF,Majemuk,13-10-20
25933,Curah Gramason/Rundap 1 lt,curahgramasonrundap1lt,0.3181818182,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
27831,pupuk bellarusia npk 25 kg,pupukbellarusianpk25kg,0.3181818182,NPK Pelangi 13-6-27-4,npkpelangi136274,PIHC,Majemuk,13-6-27
27875,Tomat rampai Bintang asia,tomatrampaibintangasia,0.3181818182,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
27911,Terong Ungu Antaboga 10gr,terongunguantaboga10gr,0.3181818182,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10
28926,Plastik PE Capbawang 13cm,plastikpecapbawang13cm,0.3181818182,CANTIK CALCINIT,cantikcalcinit,BASF,Nitrogen,NA
30306,Calsium Super Balical 1kg,calsiumsuperbalical1kg,0.3181818182,Magnesium Sulfate,magnesiumsulfate,Pak Tani,Mg,NA
30892,pisau rumput panjang 30cm,pisaurumputpanjang30cm,0.3181818182,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8
30917,otomatis tabung jetpump,otomatistabungjetpump,0.3181818182,NEO KRISTALON 12-12-36,neokristalon121236,Pak Tani,Majemuk,12-12-36
31776,Binih kacang Pertiwi 500g,binihkacangpertiwi500g,0.3181818182,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
31787,Binih jagung manis 250g BA,binihjagungmanis250gba,0.3181818182,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
31797,Binih terong ungu Bungo BA,binihterongungubungoba,0.3181818182,Nitroplus (ZA),nitroplusza,Tawon,ZA,NA
34174,HX-AZ Premium Biru Tua 50kg,hxazpremiumbirutua50kg,0.3181818182,Magnesium Sulfate,magnesiumsulfate,Pak Tani,Mg,NA
34685,Calsium Cair Midori 500ml,calsiumcairmidori500ml,0.3181818182,CANTIK CALCINIT,cantikcalcinit,BASF,Nitrogen,NA
34691,Buncis Mustika Putih 2.5kg,buncismustikaputih25kg,0.3181818182,MESTI-KP 0-52-34,mestikp05234,LaoYing,Majemuk,0-52-34
36563,Benih Timun MODEL 21 20gr,benihtimunmodel2120gr,0.3181818182,NEO KRISTALON 12-12-36,neokristalon121236,Pak Tani,Majemuk,12-12-36
37259,Tangki POLAR 16L ELEKTRIK,tangkipolar16lelektrik,0.3181818182,Mahkota Kieserite,mahkotakieserite,Mahkota,Mg,NA
37704,Za Sasco laoying rrt 50kg,zasascolaoyingrrt50kg,0.3181818182,YaraMila FASTER 25-7-7,yaramilafaster2577,Yara,Majemuk,25-7-7
37763,Konsentrat Daging K12 1KG,konsentratdagingk121kg,0.3181818182,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17
39473,marsal 100ml (karbosulfan),marsal100mlkarbosulfan,0.3181818182,Magnesium Sulfate,magnesiumsulfate,Pak Tani,Mg,NA
39810,Saristone pelekat 1liter,saristonepelekat1liter,0.3181818182,Nitralite,nitralite,PIHC,Nitrogen,NA
39866,NPK 16 16 16 Belarusia 50 kg,npk161616belarusia50kg,0.3181818182,DGW 16-16-16+TE,dgw161616te,DGW/Hextar,Majemuk,16-16-16
39886,Padi Kuning phospate 50 kg,padikuningphospate50kg,0.3181818182,Rock Phosphate PETRO,rockphosphatepetro,PIHC,Fosfat,NA
39922,steak teng kuningan 40000,steaktengkuningan40000,0.3181818182,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10
40253,Kristalon Merah @400gram,kristalonmerah400gram,0.3181818182,NEO KRISTALON 12-12-36,neokristalon121236,Pak Tani,Majemuk,12-12-36
40254,Kristalon Hijau @400gram,kristalonhijau400gram,0.3181818182,NEO KRISTALON 12-12-36,neokristalon121236,Pak Tani,Majemuk,12-12-36
40524,Mentimun Putih Roket 50 gr,mentimunputihroket50gr,0.3181818182,MerokeTSP,meroketsp,Mutiara,Fosfat,NA
40882,Mulsa Plastim Hitam Perak,mulsaplastimhitamperak,0.3181818182,HSP Astiva,hspastiva,Tawon,Fosfat,NA
41411,LINDOMIN 868SL @ 40 x 200ml,lindomin868sl40x200ml,0.3181818182,Petro Niphos 20-20+13S,petroniphos202013s,PIHC,Majemuk,20-20-0
41412,LINDOMIN 868SL @ 20 x 400ml,lindomin868sl20x400ml,0.3181818182,Petro Niphos 20-20+13S,petroniphos202013s,PIHC,Majemuk,20-20-0
41413,LINDOMIN 868SL @ 12 x 1 Ltr,lindomin868sl12x1ltr,0.3181818182,Petro Niphos 20-20+13S,petroniphos202013s,PIHC,Majemuk,20-20-0
42253,sprayer Cba 16 ltr 2 fungsi,sprayercba16ltr2fungsi,0.3181818182,Saprodap  16-20+12S,saprodap162012s,Pak Tani,Majemuk,16-20-0
42693,tali semprot elektrik ori,talisemprotelektrikori,0.3181818182,ZA Plus Petro,zapluspetro,PIHC,ZA,NA
43140,mecking abamektin 100 mil,meckingabamektin100mil,0.3181818182,MKP PAK TANI 0-52-32,mkppaktani05232,Pak Tani,Majemuk,0-52-32
43872,Handsprayer Polar @ 2 liter,handsprayerpolar2liter,0.3181818182,Nitralite,nitralite,PIHC,Nitrogen,NA
43987,Mulsa Plastik Hitam Perak,mulsaplastikhitamperak,0.3181818182,HSP Astiva,hspastiva,Tawon,Fosfat,NA
40703,JAVA STICK perekat penembus Perata dan pembasah,javastickperekatpenembusperatadanpembasah,0.3170731707,Kapur Pertanian Kebomas,kapurpertaniankebomas,PIHC,Mikro,NA
1762,NPK Ratu Biogen 1000 ml,npkratubiogen1000ml,0.3157894737,Petro BioFertil,petrobiofertil,PIHC,Organik,NA
2175,Anti keong 65 Wp 100 gr,antikeong65wp100gr,0.3157894737,NPK Kujang 15-15-15,npkkujang151515,PIHC,Majemuk,15-15-15
2185,Basmirata 15 WP 50 gram,basmirata15wp50gram,0.3157894737,Mahkota 15-15-6-4,mahkota151564,Mahkota,Majemuk,15-15-6
2188,Besgrimex 36 EC 1 Liter,besgrimex36ec1liter,0.3157894737,Brucite,brucite,BASF,Mg,NA
2201,BM Masconil 50 Sc 500 Ml,bmmasconil50sc500ml,0.3157894737,Ammonium Sulfate,ammoniumsulfate,Yara,ZA,NA
2346,Kangkung Penang 500 gr,kangkungpenang500gr,0.3157894737,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8
2427,Selang Elektik Kuning,selangelektikkuning,0.3157894737,Pelangi 16-16-16,pelangi161616,PIHC,Majemuk,16-16-16
2440,Supracide 25 wp 100 gr,supracide25wp100gr,0.3157894737,Saprodap  16-20+12S,saprodap162012s,Pak Tani,Majemuk,16-20-0
2444,Karate Plus Boron 25 Kg,karateplusboron25kg,0.3157894737,ZA Plus Petro,zapluspetro,PIHC,ZA,NA
2494,Saklar on off Roboteck,saklaronoffroboteck,0.3157894737,MerokeROCK,merokerock,Mutiara,Fosfat,NA
2579,Sambungan Selang Cass,sambunganselangcass,0.3157894737,Ammonium Sulfate,ammoniumsulfate,Yara,ZA,NA
2682,Roundup 486sl 200ml,roundup486sl200ml,0.3157894737,Saprodap  16-20+12S,saprodap162012s,Pak Tani,Majemuk,16-20-0
2947,Amistar top 325sc 50ml,amistartop325sc50ml,0.3157894737,Nitroplus (ZA),nitroplusza,Tawon,ZA,NA
3055,BENIH TIMUN NISSA 20GR,benihtimunnissa20gr,0.3157894737,Fertiphos Sawit,fertiphossawit,Pak Tani,Fosfat,NA
3130,CabrioTop 60WG 250gr,cabriotop60wg250gr,0.3157894737,Saprodap  16-20+12S,saprodap162012s,Pak Tani,Majemuk,16-20-0
3711,Deskor @pak isi 2 lembar,deskorpakisi2lembar,0.3157894737,Mahkota Kieserite,mahkotakieserite,Mahkota,Mg,NA
4373,Kacang katrina kaleng,kacangkatrinakaleng,0.3157894737,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
4626,Grentama Hijau 1liter,grentamahijau1liter,0.3157894737,Nitralite,nitralite,PIHC,Nitrogen,NA
4686,Karet Piston Original,karetpistonoriginal,0.3157894737,Urea Nitrea,ureanitrea,PIHC,Urea,NA
4809,NPK Tablet Jeranti 1kg,npktabletjeranti1kg,0.3157894737,Petro BioFertil,petrobiofertil,PIHC,Organik,NA
4820,NPK Tablet Jeranti 1 kg,npktabletjeranti1kg,0.3157894737,Petro BioFertil,petrobiofertil,PIHC,Organik,NA
5068,Benih bayam bungkusan,benihbayambungkusan,0.3157894737,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
5072,Benih kacang persada,benihkacangpersada,0.3157894737,NPK Kujang 15-15-15,npkkujang151515,PIHC,Majemuk,15-15-15
5091,ZA Mestac Loy zing 50 Kg,zamestacloyzing50kg,0.3157894737,Mesti-Rock,mestirock,LaoYing,Fosfat,NA
5463,bayam MAESTRO 500 gram,bayammaestro500gram,0.3157894737,Mesti-GAS,mestigas,LaoYing,ZA,NA
5861,Semprotan 500 ml bulat,semprotan500mlbulat,0.3157894737,Ammonium Sulfate,ammoniumsulfate,Yara,ZA,NA
6269,Sidathiam 310 SC 250 mL,sidathiam310sc250ml,0.3157894737,ENTEC 13-10-20,entec131020,BASF,Majemuk,13-10-20
6296,Cozene 70/10 WP 100 Gram,cozene7010wp100gram,0.3157894737,ENTEC 20-10-10,entec201010,BASF,Majemuk,20-10-10
6542,kompa Air Koreaa 2 inci,kompaairkoreaa2inci,0.3157894737,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
7418,Kcl Golden rice 1liter,kclgoldenrice1liter,0.3157894737,Nitralite,nitralite,PIHC,Nitrogen,NA
8251,Padi IP 32 SS pepe kerja,padiip32sspepekerja,0.3157894737,ZA Plus Petro,zapluspetro,PIHC,ZA,NA
8525,situ bagendit premium,situbagenditpremium,0.3157894737,Urea Nitrea,ureanitrea,PIHC,Urea,NA
8920,supretox 276sl 1liter,supretox276sl1liter,0.3157894737,Urecote,urecote,Pak Tani,Urea,NA
8924,borneo up 500sl 1liter,borneoup500sl1liter,0.3157894737,Brucite,brucite,BASF,Mg,NA
9281,Baud dynabol 10x77 @125,bauddynabol10x77125,0.3157894737,CAP TAWON 15-15-15,captawon151515,Tawon,Majemuk,15-15-15
9363,"Paint brush kwas 2,5inc",paintbrushkwas25inc,0.3157894737,CANTIK CALCINIT,cantikcalcinit,BASF,Nitrogen,NA
9464,"Kawat las rd 2,0 kcl 2 kg",kawatlasrd20kcl2kg,0.3157894737,Saprodap  16-20+12S,saprodap162012s,Pak Tani,Majemuk,16-20-0
9513,Sepuyer plastik lurus,sepuyerplastiklurus,0.3157894737,MestiKisrit,mestikisrit,LaoYing,Mg,NA
9600,Kunci pintu series kcl,kuncipintuserieskcl,0.3157894737,Urea Pusri,ureapusri,PIHC,Urea,NA
9842,Batik saringan setrum,batiksaringansetrum,0.3157894737,CANTIK CALCINIT,cantikcalcinit,BASF,Nitrogen,NA
10026,BENTAN 60WP BIRU 100 GR,bentan60wpbiru100gr,0.3157894737,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18
10093,PHOSKA CAP GADING 50KG,phoskacapgading50kg,0.3157894737,Phosgreen,phosgreen,PIHC,Fosfat,NA
10129,Kopi Kenangan Mantan,kopikenanganmantan,0.3157894737,NPK Kujang 15-15-15,npkkujang151515,PIHC,Majemuk,15-15-15
10736,benih padi Limas utama,benihpadilimasutama,0.3157894737,Nitralite,nitralite,PIHC,Nitrogen,NA
10928,Super KCL P 95 500 gram,superkclp95500gram,0.3157894737,Saprodap  16-20+12S,saprodap162012s,Pak Tani,Majemuk,16-20-0
11016,NPK Tablet Jeranti 5kg,npktabletjeranti5kg,0.3157894737,Petro BioFertil,petrobiofertil,PIHC,Organik,NA
11476,Nizel L 4 plastik biasa,nizell4plastikbiasa,0.3157894737,Nitroplus (ZA),nitroplusza,Tawon,ZA,NA
11523,Fenosida1 255EC 100ml,fenosida1255ec100ml,0.3157894737,MerokeMAP 12-61-0,merokemap12610,Mutiara,Majemuk,12-61-0
11547,Sidacron1 510EC 400ml,sidacron1510ec400ml,0.3157894737,Saprodap  16-20+12S,saprodap162012s,Pak Tani,Majemuk,16-20-0
11557,Sidapyr1 325EC 100 ml,sidapyr1325ec100ml,0.3157894737,Saprodap  16-20+12S,saprodap162012s,Pak Tani,Majemuk,16-20-0
11653,PRIMAGRO 10-45-15 (400 gr),primagro104515400gr,0.3157894737,Pelangi 15-15-15,pelangi151515,PIHC,Majemuk,15-15-15
11845,EM4 PETERNAKAN (COKLAT),em4peternakancoklat,0.3157894737,Petro-CAS,petrocas,PIHC,Mikro,NA
11972,Benih padi Cakrabuana,benihpadicakrabuana,0.3157894737,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
12003,Cipmape mikrohara   1 kg,cipmapemikrohara1kg,0.3157894737,MerokeROCK,merokerock,Mutiara,Fosfat,NA
12242,"Cola, fanta, sprite mini",colafantaspritemini,0.3157894737,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
13080,Racikan madura fruits,racikanmadurafruits,0.3157894737,Mahkota Kieserite,mahkotakieserite,Mahkota,Mg,NA
13333,Antracol 70 WP 250 gram,antracol70wp250gram,0.3157894737,ENTEC 13-10-20,entec131020,BASF,Majemuk,13-10-20
13377,Centador 25 WP 100 gram,centador25wp100gram,0.3157894737,CAP TAWON 15-15-15,captawon151515,Tawon,Majemuk,15-15-15
13388,INSEKTISIDA (DEMOLISH),insektisidademolish,0.3157894737,Fertikali,fertikali,Pak Tani,Kalium,NA
13478,Tengki elektronik CBA,tengkielektronikcba,0.3157894737,MerokeROCK,merokerock,Mutiara,Fosfat,NA
13529,Benih kacang panjang,benihkacangpanjang,0.3157894737,NPK Kujang 15-15-15,npkkujang151515,PIHC,Majemuk,15-15-15
14721,GANDASIL DAUN 100 gram,gandasildaun100gram,0.3157894737,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
14950,Super Gross Kno 3 - 500 ml,supergrosskno3500ml,0.3157894737,Petro BioFertil,petrobiofertil,PIHC,Organik,NA
15013,Kuproxat 345Sc 500ml,kuproxat345sc500ml,0.3157894737,Saprodap  16-20+12S,saprodap162012s,Pak Tani,Majemuk,16-20-0
15408,pelekat xser seprapat,pelekatxserseprapat,0.3157894737,Borate Evermax,borateevermax,LaoYing,Mikro,NA
15434,Metindo WP merah kecil,metindowpmerahkecil,0.3157894737,Petro BioFertil,petrobiofertil,PIHC,Organik,NA
15475,multitonik padi 500ml,multitonikpadi500ml,0.3157894737,ULTRADAP 12-60-0,ultradap12600,Pak Tani,Majemuk,12-60-0
15757,benih jagung jago 1kg,benihjagungjago1kg,0.3157894737,NPK Kujang 15-15-15,npkkujang151515,PIHC,Majemuk,15-15-15
16123,Sevin Plastik 100 gram,sevinplastik100gram,0.3157894737,HSP Astiva,hspastiva,Tawon,Fosfat,NA
16165,MAHA FERTILIZER 500 ML,mahafertilizer500ml,0.3157894737,Mahkota Kieserite,mahkotakieserite,Mahkota,Mg,NA
16194,metsulindo plus 100gr,metsulindoplus100gr,0.3157894737,Nitroplus (ZA),nitroplusza,Tawon,ZA,NA
16281,pupuk urea kaltim @50kg,pupukureakaltim50kg,0.3157894737,Urea PIM,ureapim,PIHC,Urea,NA
16335,Divaxone 138 sl 1 liter,divaxone138sl1liter,0.3157894737,EMCOTE 13-6-27-2+TE,emcote136272te,LaoYing,Majemuk,13-6-27
16798,inpari 32 bintang tani,inpari32bintangtani,0.3157894737,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
16882,Antikeong 65WP @100gr,antikeong65wp100gr,0.3157894737,NPK Kujang 15-15-15,npkkujang151515,PIHC,Majemuk,15-15-15
16957,Mulsa Aneka Jaya besar,mulsaanekajayabesar,0.3157894737,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
17277,Nutrisi Super Calsium,nutrisisupercalsium,0.3157894737,Urea PIM,ureapim,PIHC,Urea,NA
17384,dupont lannate 100grm,dupontlannate100grm,0.3157894737,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18
17463,ssmprotan 5 liter yoto,ssmprotan5literyoto,0.3157894737,Urea Nitrea,ureanitrea,PIHC,Urea,NA
17474,Samsoe premium/refill,samsoepremiumrefill,0.3157894737,Ammonium Sulfate,ammoniumsulfate,Yara,ZA,NA
17516,Semprotan type Gagang,semprotantypegagang,0.3157894737,Saprodap  16-20+12S,saprodap162012s,Pak Tani,Majemuk,16-20-0
17541,Tora Bika creamy latte,torabikacreamylatte,0.3157894737,Nitralite,nitralite,PIHC,Nitrogen,NA
17624,BIBIT KUBIS GREEN NOVA,bibitkubisgreennova,0.3157894737,Phosgreen,phosgreen,PIHC,Fosfat,NA
17638,BIBIT TERONG UNGU PUMA,bibitterongungupuma,0.3157894737,Nitroplus (ZA),nitroplusza,Tawon,ZA,NA
17705,KNO3 Merah Santani 1 kg,kno3merahsantani1kg,0.3157894737,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
17735,npk161616 laoying1kg,npk161616laoying1kg,0.3157894737,DGW 16-16-16+TE,dgw161616te,DGW/Hextar,Majemuk,16-16-16
17956,Peluru Elephant hitam,peluruelephanthitam,0.3157894737,Urea PIM,ureapim,PIHC,Urea,NA
17992,Tangki Semprotan Swan,tangkisemprotanswan,0.3157894737,Mahkota ZA,mahkotaza,Mahkota,ZA,NA
18025,Seprotan sahabat tani,seprotansahabattani,0.3157894737,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
18283,minyak Kayu putih 15ml,minyakkayuputih15ml,0.3157894737,Pak Tani  9-15-6,paktani9156,Pak Tani,Majemuk,9-15-2006
18284,minyak kayu putih 30ml,minyakkayuputih30ml,0.3157894737,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8
18310,Celana Dalam princes (S),celanadalamprincess,0.3157894737,CANTIK CALCINIT,cantikcalcinit,BASF,Nitrogen,NA
18316,Celana Dalam Nabila (XL),celanadalamnabilaxl,0.3157894737,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
18646,CIAYU MERAH GENERATIV,ciayumerahgenerativ,0.3157894737,Mahkota Kieserite,mahkotakieserite,Mahkota,Mg,NA
19212,Polybag 20x25 @ 100 Gram,polybag20x25100gram,0.3157894737,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18
19397,Benih Dragon Ciherang,benihdragonciherang,0.3157894737,Nitralite,nitralite,PIHC,Nitrogen,NA
19890,Benih Kacang Panjang,benihkacangpanjang,0.3157894737,NPK Kujang 15-15-15,npkkujang151515,PIHC,Majemuk,15-15-15
20315,NPK GROWER MEROKE 50kg,npkgrowermeroke50kg,0.3157894737,MerokeZA,merokeza,Mutiara,ZA,NA
20354,LAMPU LED VATALUX 15W,lampuledvatalux15w,0.3157894737,Saprodap  16-20+12S,saprodap162012s,Pak Tani,Majemuk,16-20-0
20577,Timun Baby Mentimun Sp,timunbabymentimunsp,0.3157894737,Mesti-TSP,mestitsp,LaoYing,Fosfat,NA
20775,Antracol 70 Wp @ 250 Gram,antracol70wp250gram,0.3157894737,ENTEC 13-10-20,entec131020,BASF,Majemuk,13-10-20
20821,Gramoxon Eceran @ 1/2 Ltr,gramoxoneceran12ltr,0.3157894737,MerokeMAP 12-61-0,merokemap12610,Mutiara,Majemuk,12-61-0
20966,Benih Jagung Sumo 1 kg,benihjagungsumo1kg,0.3157894737,NPK Kujang 15-15-15,npkkujang151515,PIHC,Majemuk,15-15-15
20982,Triester Gold Ec @ 100 ml,triestergoldec100ml,0.3157894737,Mesti-Rock,mestirock,LaoYing,Fosfat,NA
21085,timun batara sp 150 btr,timunbatarasp150btr,0.3157894737,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
21241,yomari golden organic,yomarigoldenorganic,0.3157894737,YaraVera,yaravera,Yara,Urea,NA
21658,BENANG BUNCIS BAROKAH,benangbuncisbarokah,0.3157894737,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
21670,PUPUK UREA KALTIM @50 Kg,pupukureakaltim50kg,0.3157894737,Urea PIM,ureapim,PIHC,Urea,NA
22037,Amistar Top 325 EC 50 ml,amistartop325ec50ml,0.3157894737,Mesti-Rock,mestirock,LaoYing,Fosfat,NA
22047,DUPONT-LANNATE 15 GRAM,dupontlannate15gram,0.3157894737,Pelangi 15-15-15,pelangi151515,PIHC,Majemuk,15-15-15
22443,DIVAXONE 138 xl  1Liter,divaxone138xl1liter,0.3157894737,EMCOTE 13-6-27-2+TE,emcote136272te,LaoYing,Majemuk,13-6-27
22602,benih jagung manis 50,benihjagungmanis50,0.3157894737,NPK Kujang 15-15-15,npkkujang151515,PIHC,Majemuk,15-15-15
22629,Benih jagung BISI 1 kg,benihjagungbisi1kg,0.3157894737,NPK Kujang 15-15-15,npkkujang151515,PIHC,Majemuk,15-15-15
22751,Kovinplus 80 P @ 100 Gram,kovinplus80p100gram,0.3157894737,ZA Plus Petro,zapluspetro,PIHC,ZA,NA
23520,Roundup 486 SL 200ml,roundup486sl200ml,0.3157894737,Saprodap  16-20+12S,saprodap162012s,Pak Tani,Majemuk,16-20-0
23542,PUPUK CANITA TAWON 1kg,pupukcanitatawon1kg,0.3157894737,Urea Nitrea,ureanitrea,PIHC,Urea,NA
23884,Jagung Arumba f1 250gr,jagungarumbaf1250gr,0.3157894737,ULTRADAP 12-60-0,ultradap12600,Pak Tani,Majemuk,12-60-0
23984,PilarQuat 135/2sl 5ltr,pilarquat1352sl5ltr,0.3157894737,Pelangi 15-15-15,pelangi151515,PIHC,Majemuk,15-15-15
23991,Seprayer Electrik Cba,seprayerelectrikcba,0.3157894737,MerokeROCK,merokerock,Mutiara,Fosfat,NA
24013,keranjang Rotan bulat,keranjangrotanbulat,0.3157894737,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
24326,Regent Merah 50 SC 50ml,regentmerah50sc50ml,0.3157894737,ENTEC 13-10-20,entec131020,BASF,Majemuk,13-10-20
25108,Alfatox 50 EC (50x100 ml),alfatox50ec50x100ml,0.3157894737,ENTEC 20-10-10,entec201010,BASF,Majemuk,20-10-10
25207,Chiherang pp kerja 5 Kg,chiherangppkerja5kg,0.3157894737,MerokeROCK,merokerock,Mutiara,Fosfat,NA
25629,Chiherang DrwiSri 5 Kg,chiherangdrwisri5kg,0.3157894737,Pelangi 15-15-15,pelangi151515,PIHC,Majemuk,15-15-15
25663,Benih Jagung Bisi 2 1Kg,benihjagungbisi21kg,0.3157894737,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17
25732,Supretox 276sl 500ml,supretox276sl500ml,0.3157894737,Saprodap  16-20+12S,saprodap162012s,Pak Tani,Majemuk,16-20-0
25894,Antracol 70 WP   250 gram,antracol70wp250gram,0.3157894737,ENTEC 13-10-20,entec131020,BASF,Majemuk,13-10-20
26275,POWER CALL CAIR (1LITER),powercallcair1liter,0.3157894737,Nitralite,nitralite,PIHC,Nitrogen,NA
26320,AMISTARTOP 325SC (50ML),amistartop325sc50ml,0.3157894737,Nitroplus (ZA),nitroplusza,Tawon,ZA,NA
26372,DIVAXONE 138SL (1LITER),divaxone138sl1liter,0.3157894737,EMCOTE 13-6-27-2+TE,emcote136272te,LaoYing,Majemuk,13-6-27
26422,MULSA HITAM PERAK 50 CM,mulsahitamperak50cm,0.3157894737,Urea Nitrea,ureanitrea,PIHC,Urea,NA
26657,samponen camelia 25kg,samponencamelia25kg,0.3157894737,Ammonium Sulfate,ammoniumsulfate,Yara,ZA,NA
26700,Spuyer plastik normal,spuyerplastiknormal,0.3157894737,Urea Nitrea,ureanitrea,PIHC,Urea,NA
26957,Insect Nett 100cm x 50m,insectnett100cmx50m,0.3157894737,ENTEC 13-10-20,entec131020,BASF,Majemuk,13-10-20
26969,"Mulsa KTG Kuning, Besar",mulsaktgkuningbesar,0.3157894737,Urea Nitrea,ureanitrea,PIHC,Urea,NA
26983,multitonik padi 500 ml,multitonikpadi500ml,0.3157894737,ULTRADAP 12-60-0,ultradap12600,Pak Tani,Majemuk,12-60-0
27276,"Amistar Top 325sc, 50 ml",amistartop325sc50ml,0.3157894737,Nitroplus (ZA),nitroplusza,Tawon,ZA,NA
27285,"Nutri-Comp D,100g hijau",nutricompd100ghijau,0.3157894737,Nitroplus (ZA),nitroplusza,Tawon,ZA,NA
27326,Rodentas wali kambing,rodentaswalikambing,0.3157894737,Fertikali,fertikali,Pak Tani,Kalium,NA
27564,sepatu kiong kaos kaki,sepatukiongkaoskaki,0.3157894737,Fertiphos Sawit,fertiphossawit,Pak Tani,Fosfat,NA
27596,JAGUNG KUMALA F1 250 GR,jagungkumalaf1250gr,0.3157894737,ULTRADAP 12-60-0,ultradap12600,Pak Tani,Majemuk,12-60-0
27740,"SUPRETOX 276 SL, 1 LITER",supretox276sl1liter,0.3157894737,Urecote,urecote,Pak Tani,Urea,NA
27836,Arrow racun tikus cair,arrowracuntikuscair,0.3157894737,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
27884,semprotan ancret swan,semprotanancretswan,0.3157894737,Urea Nitrea,ureanitrea,PIHC,Urea,NA
27895,Kangkung Bangkok Lp-1,kangkungbangkoklp1,0.3157894737,NPK Kujang 15-15-15,npkkujang151515,PIHC,Majemuk,15-15-15
