product_id	product_name	product_clean_name	result_sku	result_brand	result_type	result_formula	method_label	fuzzy_ratio	is_match_naive_regex	lev_dist_int	lev_dist_ratio
27585	JAGUNG RASANYA SP F1 250GR	jagung rasanya sp f 1 250 gr	Others				Others	39.0	False	20	
27586	JAGUNG BONANZA 1800 BTR	jagung bonanza 1800 btr	Others				Others	38.0	False	17	
27587	JAGUNG EXOTIC PERTIWI 1750 BTR	jagung exotic pertiwi 1750 btr	Others				Others	39.0	False	21	
27588	TUMPUK BAYAM 500 GR	tumpuk bayam 500 gr	Others				Others	37.0	True	14	
27589	Yasithrin 100ml	yasithrin 100 ml	Others				Others	39.0	False	11	
27590	Roscel 1ltr	roscel 1 ltr	Urecote	pak tani	urea		fuzzy	42.0	False	9	
27591	Roscel 500ml	roscel 500 ml	Brucite	basf	mg		fuzzy	43.0	False	10	
27592	Dimpo 1ltr	dimpo 1 ltr	Others				Others	34.0	False	8	
27593	EM4 1 Ltr (Pertanian)	em 4 1 ltr pertanian	ZA Pak Tani	pak tani	za		fuzzy	47.0	False	14	
27594	EM4 1Ltr (Ikan)	em 4 1 ltr ikan	Others				Others	41.0	True	11	
27595	EM4 1 Ltr (Peternakan)	em 4 1 ltr peternakan	Magnesium Sulfate	pak tani	mg		fuzzy	44.0	False	14	
27596	JAGUNG KUMALA F1 250 GR	jagung kumala f 1 250 gr	Magnesium Sulfate	pak tani	mg		fuzzy	42.0	False	18	
27597	KACANG PANJANG SHOGUN 500GR	kacang panjang shogun 500 gr	Kapur Pertanian Kebomas	pihc	mikro		fuzzy	42.0	False	19	
27598	KANGKUNG NANDA SUPER 1000 GR	kangkung nanda super 1000 gr	Others				Others	24.0	False	20	
27599	EM4 1Ltr (Toilet)	em 4 1 ltr toilet	EMCOTE 15-15-6-4+TE	laoying	majemuk	 15-15-0	fuzzy	41.0	False	13	
27600	Sinar Bio 	sinar bio 	Mesti-ZA	laoying	za		fuzzy	40.0	False	7	
27601	Pelangi 20-10-10	pelangi 20x10x10	Pelangi 20-10-18	pihc	majemuk	 20-10-18	levenshtein	67.0	False	1	0.9375
27602	Pelangi Jos	pelangi jos	Pelangi 16-16-16	pihc	majemuk	 16-16-16	levenshtein	45.0	False	7	0.625
27603	Npk Nitrat 16 16 16	npk nitrat 16x16x16	Petro Nitrat 16-16-16	pihc	majemuk	 16-16-16	levenshtein	64.0	False	5	0.7619047619
27604	Npk plus 15 15 15	npk plus 15x15x15	NPK PIM 15-15-15	pihc	majemuk	 15-15-15	levenshtein	65.0	False	3	0.8125
27605	za plus zn non @ 50 kg	za plus zn non  50 kg	ZA Plus Petro	pihc	za		fuzzy	52.0	False	12	
27606	Pelangi 20 10 10	pelangi 20x10x10	Pelangi 20-10-18	pihc	majemuk	 20-10-18	levenshtein	67.0	False	1	0.9375
27607	Nutricomp B	nutricomp b	Urea PIM	pihc	urea		fuzzy	41.0	False	7	
27608	DANGKE 40 WP  100 gram	dangke 40 wp 100 gram	DGW KNO3	dgw hextar	kalium		fuzzy	42.0	False	16	
27609	DANGKE 40 WP  250 gram	dangke 40 wp 250 gram	DGW KNO3	dgw hextar	kalium		fuzzy	42.0	False	16	
27610	TANGKI TASCO TB-16	tangki tasco tb  16	ZA Pak Tani	pak tani	za		fuzzy	43.0	False	12	
27611	TANGKI CBA ULTRA	tangki cba ultra	Urea Nitrea	pihc	urea		fuzzy	49.0	False	11	
27612	TANGKI CBA 3IN1	tangki cba 3 in 1	ZA Pak Tani	pak tani	za		fuzzy	45.0	False	10	
27613	SPRAYER 5 ltr	sprayer 5 ltr	YaraVera	yara	urea		fuzzy	45.0	False	9	
27614	SPRAYER 2 LTR	sprayer 2 ltr	YaraVera	yara	urea		fuzzy	45.0	False	9	
27615	SPRAYER 1 LTR	sprayer 1 ltr	YaraVera	yara	urea		fuzzy	45.0	False	9	
27616	STIK MALAYSIA	stik malaysia	Mesti-ZA	laoying	za		fuzzy	61.0	False	8	
27617	STIK CBA ELECTRIC	stik cba electric	Mestikali	laoying	kalium		fuzzy	44.0	False	10	
27618	CHARGER CBA	charger cba	HXAS	dgw hextar	za		fuzzy	48.0	False	7	
27619	FILTER MALAYSIA	filter malaysia	Mesti-ZA	laoying	za		fuzzy	46.0	False	10	
27620	NOZZEL MALAYSIA	nozzel malaysia	Mesti-ZA	laoying	za		fuzzy	46.0	False	11	
27621	STOP KRAN MALAYSIA	stop kran malaysia	Mesti-ZA	laoying	za		fuzzy	53.0	False	13	
27622	ELBOW MALAYSIA	elbow malaysia	Mesti-ZA	laoying	za		fuzzy	47.0	False	10	
27623	SEPATU GIGI	sepatu gigi	Others				Others	38.0	False	8	
27624	SEPATU BOOT PANJANG	sepatu boot panjang	HSP Astiva	tawon	fosfat		fuzzy	43.0	False	14	
27625	TEMPAT MINUM AYAM BESAR	tempat minum ayam besar	Others				Others	47.0	True	17	
27626	TEMPAT MINUM AYAM KECIL	tempat minum ayam kecil	Others				Others	47.0	True	17	
27627	PARANG MALAYSIA KVV	parang malaysia kvv	Borate Evermax	laoying	mikro		fuzzy	47.0	False	14	
27628	TALI SALARAN PUTIH	tali salaran putih	Mestikali	laoying	kalium		fuzzy	48.0	False	12	
27629	pelangi 12-12-17-2 bld	pelangi 12x12x17  2 bld	Pelangi 12-12-17-2	pihc	majemuk	 12-12-17	levenshtein	73.0	False	4	0.8333333333
27630	KAOS TANGAN ECER	kaos tangan ecer	Kapur Pertanian Kebomas	pihc	mikro		fuzzy	48.0	False	11	
27631	KAOS TANGAN 	kaos tangan 	KSP	tawon	fosfat		fuzzy	50.0	False	8	
27632	pelangi 16-16-16-jos	pelangi 16x16x16  jos	Pelangi 16-16-16	pihc	majemuk	 16-16-16	levenshtein	76.0	False	5	0.8125
27633	pelangi 13-6-27-4 bld	pelangi 13x6x27  4 bld	NPK Pelangi 13-6-27-4	pihc	majemuk	 13-6-27	levenshtein	67.0	False	8	0.7142857143
27634	tsp 46	tsp 46	Others				Others	26.0	False	4	
27635	12-9-21 smg	12x9x21 smg	Others				Others	37.0	False	9	
27636	PARANG RINTIS 	parang rintis 	ZA Pak Tani	pak tani	za		fuzzy	43.0	False	10	
27637	CELURIT	celurit	Others				Others	30.0	False	5	
27638	JAGUNG UTUH	jagung utuh	Others				Others	34.0	False	8	
27639	BR 2	br 2	Others				Others	32.0	False	3	
27640	BR 1	br 1	Others				Others	32.0	False	3	
27641	gibgro 20tb	gibgro 20 tb	Others				Others	39.0	False	9	
27642	Dithan kecil	dithan kecil	Others				Others	38.0	False	8	
27643	SASQUAT 5 Lt	sasquat 5 lt	HSP Astiva	tawon	fosfat		fuzzy	40.0	False	9	
27644	GOBEST 260SC, 250ML	gobest 260 sc  250 ml	FERTIGRES  16-20+13S 	pihc	majemuk	 16-20-0	fuzzy	44.0	False	15	
27645	Topban 500 ml	topban 500 ml	Others				Others	39.0	False	10	
27646	Topban 100ml	topban 100 ml	NITROPHOSKA 13-10-20	basf	majemuk	 13-10-20	fuzzy	43.0	False	10	
27647	SETTOP	settop	Others				Others	37.0	False	4	
27648	BLABAS	blabas	Others				Others	38.0	False	4	
27649	prill	prill	Others				Others	29.0	False	4	
27650	Alufos Tablet	alufos tablet	KSP	tawon	fosfat		fuzzy	41.0	False	10	
27651	Curacron @250 ml	curacron  250 ml	Others				Others	39.0	False	12	
27652	Euvora 1 Kg 	euvora 1 kg 	Urea PIM	pihc	urea		fuzzy	40.0	False	9	
27653	NPK SU 16.16.16	npk su 16x16x16	NPK Pusri 16-16-16	pihc	majemuk	 16-16-16	levenshtein	61.0	False	4	0.7777777778
27654	BMA 400 ML	bma 400 ml	Others				Others	34.0	False	8	
27655	FASCINATE 1 LITER	fascinate 1 liter	Nitralite	pihc	nitrogen		fuzzy	45.0	False	11	
27656	Alpha 16	alpha 16	Others				Others	34.0	False	7	
27657	Swan BE-16	swan be  16	Others				Others	37.0	False	8	
27658	NPK 16.16.16 SU	npk 16x16x16 su	DGW 16-16-16+TE	dgw hextar	majemuk	 16-16-16	levenshtein	61.0	False	6	0.6666666667
27659	Opal F1	opal f 1	Others				Others	34.0	False	7	
27660	nordox 56wp, 500g	nordox 56 wp  500 g	Others				Others	36.0	False	14	
27661	demolish 18 ec,50ml	demolish 18 ec  50 ml	Pelangi 20-10-18	pihc	majemuk	 20-10-18	fuzzy	40.0	False	15	
27662	regent 50sc,100ml	regent 50 sc  100 ml	ENTEC 13-10-20	basf	majemuk	 13-10-20	fuzzy	43.0	False	14	
27663	decis 25 ec,100ml	decis 25 ec  100 ml	Others				Others	39.0	False	15	
27664	bestonoid 60 wp	bestonoid 60 wp	Others				Others	37.0	False	9	
27665	tali perak sawah	tali perak sawah	Fertikali	pak tani	kalium		fuzzy	54.0	False	9	
27666	Trisula 2ltr	trisula 2 ltr	Others				Others	39.0	False	9	
27667	Lannate WP 100 gr	lannate wp 100 gr	Magnesium Sulfate	pak tani	mg		fuzzy	43.0	False	12	
27668	Rida up 200ml	rida up 200 ml	ULTRADAP 12-60-0	pak tani	majemuk	 12-60-0	fuzzy	43.0	False	10	
27669	Marxone 200ml	marxone 200 ml	Mutiara SPRINTER 20-10-10	mutiara	majemuk	 20-10-10	fuzzy	40.0	False	10	
27670	BenxoneMAX 500ml	benxonemax 500 ml	Borate Evermax	laoying	mikro		fuzzy	40.0	False	12	
27671	Avalon 400ml	avalon 400 ml	Others				Others	39.0	False	11	
27672	Rambo 500ml 	rambo 500 ml 	Others				Others	38.0	False	10	
27673	Rambo 1ltr	rambo 1 ltr	Urea PIM	pihc	urea		fuzzy	41.0	False	8	
27674	bonteng model	bonteng model	Borate Evermax	laoying	mikro		fuzzy	44.0	False	10	
27675	crown	crown	Others				Others	31.0	False	4	
27676	sawi kristina	sawi kristina	MestiKisrit	laoying	mg		fuzzy	46.0	False	8	
27677	Tebbas 500ml	tebbas 500 ml	Brucite	basf	mg		fuzzy	50.0	False	10	
27678	Tebbas 400ml 	tebbas 400 ml 	Brucite	basf	mg		fuzzy	48.0	False	11	
27679	Nominee 200ml	nominee 200 ml	Others				Others	39.0	False	10	
27680	Sidamec 250ml	sidamec 250 ml	Others				Others	34.0	False	11	
27681	Sidarat 100gr	sidarat 100 gr	Mutiara SPRINTER 20-10-10	mutiara	majemuk	 20-10-10	fuzzy	40.0	False	11	
27682	Teballo 500ml	teballo 500 ml	Brucite	basf	mg		fuzzy	41.0	False	11	
27683	Sidaxone 200ml	sidaxone 200 ml	Others				Others	39.0	False	11	
27684	Confidor SL 60 ml	confidor sl 60 ml	Others				Others	39.0	False	12	
27685	Antacol 250gr	antacol 250 gr	Vrea	tawon	urea		fuzzy	41.0	False	10	
27686	Antacol 1kg	antacol 1 kg	Nitralite	pihc	nitrogen		fuzzy	40.0	False	9	
27687	Trisula 1ltr	trisula 1 ltr	Others				Others	39.0	False	9	
27688	NPK Multi Padi 1kg	npk multi padi 1 kg	NPK Pusri 16-16-16	pihc	majemuk	 16-16-16	fuzzy	44.0	False	12	
27689	Tanivit D 500gr	tanivit d 500 gr	Others				Others	36.0	False	12	
27690	Tanivit B 500gr	tanivit b 500 gr	Others				Others	36.0	False	12	
27691	Gramoxon @200ml	gramoxon  200 ml	Others				Others	38.0	False	12	
27692	jagung gld boy	jagung gld boy	Others				Others	33.0	False	11	
27693	jagung sweet cron	jagung sweet cron	Mestac	laoying	nitrogen		fuzzy	40.0	False	11	
27694	Unidos 100ml	unidos 100 ml	NITROPHOSKA 13-10-20	basf	majemuk	 13-10-20	fuzzy	43.0	False	10	
27695	JUMP UP 1LT	jump up 1 lt	Others				Others	35.0	False	9	
27696	BARANI 1LT	barani 1 lt	Others				Others	41.0	True	7	
27697	PENTA-UP	penta  up	Urea Nitrea	pihc	urea		fuzzy	47.0	False	5	
27698	PRIMA-DUA	prima  dua	Urea PIM	pihc	urea		fuzzy	50.0	False	7	
27699	Rafia PE 500	rafia pe 500	Urea Nitrea	pihc	urea		fuzzy	42.0	False	8	
27700	Benfuron 25	benfuron 25	Others				Others	31.0	False	8	
27701	Sevin Ecer	sevin ecer	Others				Others	36.0	False	7	
27702	Kangkung Amanda 500	kangkung amanda 500	Mahkota ZA	mahkota	za		fuzzy	40.0	False	15	
27703	Kangkung Amanda Ecer	kangkung amanda ecer	Kapur Pertanian Kebomas	pihc	mikro		fuzzy	41.0	False	16	
27704	Handle  Hitam	handle hitam	HXAS	dgw hextar	za		fuzzy	47.0	False	9	
27705	Klensect 1000	klensect 1000	ENTEC 13-10-20	basf	majemuk	 13-10-20	fuzzy	40.0	False	9	
27706	Kran Swan	kran swan	KSP	tawon	fosfat		fuzzy	48.0	False	7	
27707	Nozzle Besi 5 GL	nozzle besi 5 gl	Others				Others	39.0	False	12	
27708	Klep Kulit	klep kulit	MerokeMOP	mutiara	kalium		fuzzy	41.0	False	7	
27709	NPK 12-12-17+2 MG 1 KG	npk 12x12x17  2 mg 1 kg	CAP TAWON 12-12-17-2Mg	tawon	majemuk	 12-12-17	fuzzy	62.0	False	12	
27710	NPK 13-6-27+4Mg 1kg	npk 13x6x27  4 mg 1 kg	NPK Pusri 13-6-27-4Mg+0.65B	pihc	majemuk	 13-6-27	levenshtein	62.0	False	12	0.6666666667
27711	NPK 16-16-16+MIKROBA(JOSS) @1KG	npk 16x16x16  mikrobajoss  1 kg	NPK Pusri 16-16-16	pihc	majemuk	 16-16-16	fuzzy	58.0	False	20	
27712	NPK 20-10-10 BLD @1KG	npk 20x10x10 bld  1 kg	ENTEC 20-10-10	basf	majemuk	 20-10-10	fuzzy	57.0	False	14	
27713	NPK 15-15-6-4 BLD	npk 15x15x6  4 bld	NPK Pusri 15-15-15 	pihc	majemuk	 15-15-15	fuzzy	52.0	False	9	
27714	NPK 15-15-6-4 BLD @1KG	npk 15x15x6  4 bld  1 kg	CAP TAWON 15-15-6-4	tawon	majemuk	 15-15-6	fuzzy	52.0	False	14	
27715	YARA MILA @1KG	yara mila  1 kg	YaraMila UNIK 16-16-16	yara	majemuk	 16-16-16	fuzzy	52.0	False	10	
27716	urea daun sawet amonium klirida 50kg	urea daun sawet amonium klirida 50 kg	Urea Daun Buah	pihc	urea		fuzzy	52.0	False	25	
27717	NKCl Enviro 50 kg	nkcl enviro 50 kg	ZK Petro	pihc	zk		fuzzy	48.0	False	13	
27718	Nutri-Comp B, @100g	nutri  comp b   100 g	Others				Others	39.0	False	15	
27719	Phonska Plus 15 - 15 - 15 @25Kg	phonska plus 15x15x15  25 kg	Phonska Plus 15-15-15+9S+0.2Zn	pihc	majemuk	 15-15-15	levenshtein	70.0	False	9	0.8
27720	Peevicur 500 ml	peevicur 500 ml	Others				Others	38.0	False	11	
27721	ZA PLUS Ecer	za plus ecer	ZA Plus Petro	pihc	za		levenshtein	61.0	False	4	0.6923076923
27722	PHOSGREEN Ecer	phosgreen ecer	Phosgreen	pihc	fosfat		levenshtein	63.0	False	5	0.6923076923
27723	Gordon 100 ml	gordon 100 ml	Others				Others	38.0	False	10	
27724	KAPUR PERTANIAN Ecer	kapur pertanian ecer	Kapur Pertanian Kebomas	pihc	mikro		levenshtein	49.0	False	6	0.7391304348
27725	Amazone 20 ml	amazone 20 ml	Others				Others	38.0	False	9	
27726	Vampyr 200 ml	vampyr 200 ml	Others				Others	35.0	False	10	
27727	Mustang(??	mustang  	Mesti-ZA	laoying	za		fuzzy	48.0	False	5	
27728	seng band	seng band	Others				Others	34.0	False	7	
27729	MIPCINTA 500 GR 	mipcinta 500 gr 	Mutiara SPRINTER 20-10-10	mutiara	majemuk	 20-10-10	fuzzy	42.0	False	11	
27730	TURMADAN 5 Liter	turmadan 5 liter	Urea Daun Buah	pihc	urea		fuzzy	50.0	False	10	
27731	M-Kor 200gr	m  kor 200 gr	Others				Others	38.0	False	9	
27732	Ongkir Kekelompok + FcKtp + Nota	ongkir kekelompok  fcktp  nota	Phosgro	pak tani	fosfat		fuzzy	42.0	False	21	
27733	POSHGREEN 50 Kg	poshgreen 50 kg	Phosgreen	pihc	fosfat		fuzzy	56.0	False	8	
27734	Blangko Kelompok,Tenaga, Fc Ktp, Nota	blangko kelompok  tenaga  fc ktp  nota	Mahkota MOP (KCL Canada)	mahkota	kalium		fuzzy	43.0	False	27	
27735	Roundup,200ml	roundup  200 ml	Others				Others	39.0	False	12	
27736	Broadplus 77 wp ,40gram	broadplus 77 wp  40 gram	Nitroplus (ZA)	tawon	za		fuzzy	49.0	False	16	
27737	MUTIARA CALSIUM, 1KG	mutiara calsium  1 kg	MerokeMOP	mutiara	kalium		fuzzy	58.0	False	12	
27738	MULTI CALSIUM ,1KG	multi calsium  1 kg	MerokeMOP	mutiara	kalium		fuzzy	47.0	False	13	
27739	CN-G, 1KG	cn  g  1 kg	Others				Others	37.0	False	9	
27740	SUPRETOX 276 SL, 1 LITER	supretox 276 sl  1 liter	Petro-CAS	pihc	mikro		fuzzy	49.0	False	16	
27741	penalty50 sc,100lm	penalty 50 sc  100 lm	Petro-CAS	pihc	mikro		fuzzy	43.0	False	14	
27742	Corona 325sc ,80ml	corona 325 sc  80 ml	Others				Others	39.0	False	14	
27743	explore 250ec,80 ml	explore 250 ec  80 ml	FERTIGRES  16-20+13S 	pihc	majemuk	 16-20-0	fuzzy	40.0	False	14	
27744	spreader ,250 ml	spreader  250 ml	Others				Others	39.0	False	11	
27745	Tanki CBA 16L	tanki cba 16 l	ZA Pak Tani	pak tani	za		fuzzy	43.0	False	10	
27746	Leher Bebek	leher bebek	Others				Others	32.0	False	8	
27747	Leher Bebek Swan	leher bebek swan	Others				Others	38.0	False	12	
27748	Nozzle 5 Swan Plastik Merah	nozzle 5 swan plastik merah	Others				Others	36.0	False	19	
27749	PHONSKA 1 kg	phonska 1 kg	Others				Others	38.0	False	8	
27750	SPENOOC 600EC	spenooc 600 ec	Others				Others	39.0	False	10	
27751	marshal cair 100 ml	marshal cair 100 ml	Mahkota Kieserite	mahkota	mg		fuzzy	43.0	False	14	
27752	gigro sacet 	gigro sacet 	Nitroplus (ZA)	tawon	za		fuzzy	42.0	False	8	
27753	Cabe rabani 10gr	cabe rabani 10 gr	Urecote	pak tani	urea		fuzzy	47.0	False	12	
27754	Cabe rawit manik	cabe rawit manik	Borat	mahkota	mikro		fuzzy	51.0	False	9	
27755	Cabe Hanna 10gr	cabe hanna 10 gr	YaraVera	yara	urea		fuzzy	41.0	False	12	
27756	12.12.17.2	1212x17x2	Others				Others	39.0	False	8	
27757	SP -36 @50Kg	sp  36  50 kg	SP-36 Petro	pihc	fosfat		fuzzy	49.0	False	6	
27758	Urea Prill NS @5Kg	urea prill ns  5 kg	Urea Pusri	pihc	urea		fuzzy	51.0	False	12	
27759	Benih MTANI	benih mtani	Fertiphos	pak tani	fosfat		fuzzy	44.0	False	7	
27760	TSP 46 1 kg	tsp 46 1 kg	Others				Others	33.0	False	8	
27761	Amazol 100ml	amazol 100 ml	Others				Others	38.0	False	10	
27762	Amazol 250ml	amazol 250 ml	Others				Others	38.0	False	10	
27763	KRESTOMIL	krestomil	ZK Petro	pihc	zk		fuzzy	40.0	False	5	
27764	POLY BAG PANDA 15X30	poly bag panda 15 x 30	Others				Others	38.0	False	14	
27765	PUPUK NPK PELANGI 20.10.10	pupuk npk pelangi 20x10x10	Pelangi 20-10-18	pihc	majemuk	 20-10-18	fuzzy	55.0	False	11	
27766	npk petronitrat	npk petronitrat	NPK Petro Ningrat 12-11-20	pihc	majemuk	 12-11-20	fuzzy	52.0	False	8	
27767	DOLOMITE GRADE B	dolomite grade b	Ammonium Sulfate	yara	za		fuzzy	40.0	False	12	
27768	PEMBENAH TANAH DOLOMIT	pembenah tanah dolomit	RP Peru	mahkota	fosfat		fuzzy	45.0	False	15	
27769	kcl curah	kcl curah	Others				Others	30.0	False	7	
27770	RACUN TIKUS 50GR	racun tikus 50 gr	Urea Daun Buah	pihc	urea		fuzzy	44.0	False	12	
27771	PetroCalsium 50kg	petrocalsium 50 kg	Petro-CAS	pihc	mikro		fuzzy	56.0	False	12	
27772	SP-26 @25 kg	sp  26  25 kg	SP-26 Petro	pihc	fosfat		fuzzy	49.0	False	6	
27773	pelangi 16 16 16	pelangi 16x16x16	Pelangi 16-16-16	pihc	majemuk	 16-16-16	levenshtein	71.0	False	0	1.0
27774	Nirrea 5 kg	nirrea 5 kg	Urea Nitrea	pihc	urea		fuzzy	44.0	False	7	
27775	kalibo 510 sl 4 L	kalibo 510 sl 4 l	MerokeSOP KALI 0-0-52+18S	mutiara	kalium		fuzzy	41.0	False	13	
27776	Klimax 20 EC 250 ml	klimax 20 ec 250 ml	Others				Others	38.0	False	15	
27777	MIPC 500 gram	mipc 500 gram	HX-MKP 0-50-35	dgw hextar	majemuk	 0-50-35	fuzzy	43.0	False	9	
27778	urea daun sawet ammonium klorida 50kg	urea daun sawet ammonium klorida 50 kg	Urea Daun Buah	pihc	urea		fuzzy	52.0	False	26	
27779	SP -26 @25Kg	sp  26  25 kg	SP-26 Petro	pihc	fosfat		fuzzy	49.0	False	6	
27780	ZA NS @50kg	za ns  50 kg	ZA Plus Petro	pihc	za		fuzzy	42.0	False	8	
27781	urea tawon 40kg	urea tawon 40 kg	Vrea	tawon	urea		fuzzy	65.0	False	8	
27782	terong ijo	terong ijo	Borate Evermax	laoying	mikro		fuzzy	47.0	False	7	
27783	sidatiam ,100ml	sidatiam  100 ml	Others				Others	39.0	False	12	
27784	fipros,100ml	fipros  100 ml	NITROPHOSKA 13-10-20	basf	majemuk	 13-10-20	fuzzy	43.0	False	10	
27785	guela 480 sl,100ml	guela 480 sl  100 ml	Others				Others	38.0	False	14	
27786	topsida,100gr	topsida  100 gr	NITROPHOSKA 13-10-20	basf	majemuk	 13-10-20	fuzzy	42.0	False	12	
27787	MASTOP (Parakuat diklorida 135g/l)	mastop parakuat diklorida 135 g  l	Mahkota MOP (KCL Canada)	mahkota	kalium		fuzzy	42.0	False	24	
27788	Sidamec 100ml	sidamec 100 ml	Others				Others	39.0	False	11	
27789	Sida up 900ml	sida up 900 ml	Others				Others	37.0	False	10	
27790	Cozene 100g	cozene 100 g	ENTEC 13-10-20	basf	majemuk	 13-10-20	fuzzy	41.0	False	10	
27791	Topsida 100g	topsida 100 g	NITROPHOSKA 13-10-20	basf	majemuk	 13-10-20	fuzzy	43.0	False	11	
27792	Klimax 1liter	klimax 1 liter	Fertikali	pak tani	kalium		fuzzy	41.0	False	9	
27793	NPK Tawon 161616 @50 kg	npk tawon 161616  50 kg	CAP TAWON 16-16-16	tawon	majemuk	 16-16-16	levenshtein	62.0	False	11	0.6111111111
27794	NPK Superstar tawon 161616 @5kg	npk superstar tawon 161616  5 kg	Others				Others	53.0	True	19	
27795	Plastik Kertas	plastik kertas	HSP Astiva	tawon	fosfat		fuzzy	49.0	False	8	
27796	Urea Prill NS @50Kg	urea prill ns  50 kg	Urea Pusri	pihc	urea		fuzzy	50.0	False	13	
27797	marxone1lt	marxone 1 lt	Others				Others	39.0	False	8	
27798	ZA + 50 kg	za  50 kg	ZA Petro	pihc	za		fuzzy	40.0	False	6	
27799	Sp-26 (25 kg)	sp  26 25 kg	SP-26 Petro	pihc	fosfat		fuzzy	44.0	False	5	
27800	NPK Pak Tani 16 16 16 @50 kg	npk pak tani 16x16x16  50 kg	Pak Tani  16-16-16 Biru	pak tani	majemuk	 16-16-16	levenshtein	63.0	False	10	0.6956521739
27801	Trebaz 70WP  100 gr	trebaz 70 wp 100 gr	Urea PIM	pihc	urea		fuzzy	43.0	False	14	
27802	NPK Pelangi 20-10-10	npk pelangi 20x10x10	Pelangi 20-10-18	pihc	majemuk	 20-10-18	levenshtein	61.0	False	5	0.75
27803	Kapur Pertanian ADS	kapur pertanian ads	Kapur Pertanian Kebomas	pihc	mikro		levenshtein	52.0	False	6	0.7391304348
27804	Bonanza F1 @200 gram	bonanza f 1  200 gram	MerokeCPN NK 15-15+TE	mutiara	majemuk	 15-15-0	fuzzy	40.0	False	15	
27805	NPK Optima 15920 @50 kg	npk optima 15920  50 kg	NPK PIM 15-15-15	pihc	majemuk	 15-15-15	fuzzy	50.0	False	12	
27806	aureva100gr	aureva 100 gr	Urea PIM	pihc	urea		fuzzy	45.0	False	8	
27807	Mutiara Meroke @50 kg	mutiara meroke  50 kg	Mutiara GROWER 15-09-20+TE	mutiara	majemuk	 15-9-20	fuzzy	50.0	False	13	
27808	NPK Pak Tani SU 161616 @1kg	npk pak tani su 161616  1 kg	Pak Tani  16-16-16 Biru	pak tani	majemuk	 16-16-16	levenshtein	57.0	False	14	0.6086956522
27809	winder 	winder 	Others				Others	35.0	False	5	
27810	ZIFLO 800 gr	ziflo 800 gr	Others				Others	32.0	False	9	
27811	QIUVITA 500 gr 	qiuvita 500 gr 	Brucite	basf	mg		fuzzy	40.0	False	11	
27812	NPK Tawon 16.16.16 @1	npk tawon 16x16x16  1	CAP TAWON 16-16-16	tawon	majemuk	 16-16-16	levenshtein	68.0	False	6	0.7777777778
27813	Basmilang @1	basmilang  1	Mesti-ZA	laoying	za		fuzzy	44.0	False	9	
27814	Noxone @1	noxone  1	Others				Others	33.0	False	7	
27815	NPK Yaramila 16.16.16 @1	npk yaramila 16x16x16  1	YaraMila UNIK 16-16-16	yara	majemuk	 16-16-16	fuzzy	64.0	False	10	
27816	marshal 25 ds	marshal 25 ds	Others				Others	35.0	False	9	
27817	Marshal kawur	marshal kawur	Vrea	tawon	urea		fuzzy	50.0	False	9	
27818	Benih Jagung cap kapal Terbang 1 kg 	benih jagung cap kapal terbang 1 kg 	Others				Others	33.0	False	27	
27819	Benih Padi Ciherang @5kg 	benih padi ciherang  5 kg 	Others				Others	35.0	False	18	
27820	Benih Padi IR 64 @5kg 	benih padi ir 64  5 kg 	Others				Others	36.0	False	16	
27821	Benih Padi Situbagendit @5 kg	benih padi situbagendit  5 kg	Others				Others	36.0	False	20	
27822	Tisu paseo 	tisu paseo 	Mesti-GAS	laoying	za		fuzzy	44.0	False	8	
27823	Sop Buntut	sop buntut	Others				Others	38.0	False	7	
27824	Jus Alpukat 	jus alpukat 	Others				Others	38.0	False	8	
27825	Es Jeruk	es jeruk	ENTEC 13-10-20	basf	majemuk	 13-10-20	fuzzy	40.0	False	4	
27826	SP - 26@25Kg	sp  26  25 kg	SP-26 Petro	pihc	fosfat		fuzzy	49.0	False	6	
27827	MONKEY 40SP	monkey 40 sp	Others				Others	39.0	False	8	
27828	Kacang Persada 50 gr	kacang persada 50 gr	YaraVera	yara	urea		fuzzy	42.0	False	15	
27829	Virtako 30ml	virtako 30 ml	Borat	mahkota	mikro		fuzzy	44.0	False	9	
27830	kangkung bambo 500 gr 	kangkung bambo 500 gr 	Others				Others	39.0	False	17	
27831	pupuk bellarusia npk 25 kg 	pupuk bellarusia npk 25 kg 	Others				Others	35.0	False	18	
27832	gramaxon eceran	gramaxon eceran	Vrea	tawon	urea		fuzzy	53.0	False	10	
27833	rondap eceran besar	rondap eceran besar	Vrea	tawon	urea		fuzzy	47.0	False	13	
27834	rondap eceran kecil	rondap eceran kecil	Kapur Pertanian Kebomas	pihc	mikro		fuzzy	45.0	False	14	
27835	Polaris 	polaris 	Others				Others	35.0	False	6	
27836	Arrow racun tikus cair	arrow racun tikus cair	Kapur Pertanian Kebomas	pihc	mikro		fuzzy	46.0	False	14	
27837	Biotogrow 	biotogrow 	Borat	mahkota	mikro		fuzzy	41.0	False	6	
27838	ponskaplus 	ponskaplus 	Others				Others	39.0	False	8	
27839	Za Plus PETRO	za plus petro	ZA Plus Petro	pihc	za		levenshtein	76.0	False	0	1.0
27840	Benih Padi Label Ungu	benih padi label ungu	Others				Others	32.0	False	15	
27841	Cokro 1lt	cokro 1 lt	MerokeROCK	mutiara	fosfat		fuzzy	40.0	False	7	
27842	Cokro 500ml	cokro 500 ml	Others				Others	36.0	False	9	
